pm25,o3
67.43478260869566,0.016217391304347826
63.89473684210526,0.012789473684210526
58.714285714285715,0.015142857142857142
70.6842105263158,0.02095238095238095
63.608695652173914,0.01609090909090909
75.45,0.018263157894736842
86.77272727272727,0.01909090909090909
86.61111111111111,0.019052631578947366
101.69565217391305,0.01608695652173913
114.47619047619048,0.016904761904761905
98.05882352941177,0.018000000000000002
116.65,0.0145
93.04166666666667,0.01836842105263158
88.08695652173913,0.015521739130434782
83.61904761904762,0.01518181818181818
67.0909090909091,0.01865
79.52173913043478,0.018869565217391304
89.19047619047619,0.01917391304347826
95.0,0.01594736842105263
83.04166666666667,0.023714285714285716
84.25,0.016300000000000002
90.5,0.021
90.16666666666667,0.019625
64.55,0.0109
73.57142857142857,0.020409090909090908
79.7,0.02265217391304348
81.04545454545455,0.023882352941176473
101.04761904761905,0.021166666666666667
96.11111111111111,0.0196
114.6470588235294,0.01694736842105263
131.52631578947367,0.009666666666666665
108.94117647058823,0.018210526315789472
115.11764705882354,0.031
103.76470588235294,0.032466666666666665
87.72222222222223,0.01885
106.53846153846153,0.0163125
101.55555555555556,0.02546666666666667
91.11111111111111,0.004066666666666666
66.23529411764706,0.019588235294117646
62.1764705882353,0.02395
66.0,0.02931578947368421
79.0,0.020555555555555556
134.88888888888889,0.0175
127.71428571428571,0.022647058823529412
84.5,0.020800000000000003
66.77777777777777,0.02438888888888889
81.0952380952381,0.027428571428571427
89.45833333333333,0.03318181818181818
103.05,0.028363636363636365
94.94444444444444,0.026789473684210526
110.5,0.006500000000000001
0.0,0.012
87.81818181818181,0.026000000000000002
82.75,0.025461538461538463
81.28571428571429,0.04122222222222222
77.33333333333333,0.02481818181818182
49.5,0.028454545454545455
65.33333333333333,0.015
53.34782608695652,0.030458333333333334
50.125,0.041133333333333334
93.23809523809524,0.03513636363636364
79.9375,0.052
67.05882352941177,0.043470588235294115
83.07142857142857,0.04253846153846154
109.47058823529412,0.02888888888888889
74.72222222222223,0.02576923076923077
80.36363636363636,0.04171428571428571
93.66666666666667,0.0352
84.14285714285714,0.03164705882352942
33.666666666666664,0.03463157894736842
60.06666666666667,0.045000000000000005
100.41666666666667,0.03646666666666667
124.7,0.04023076923076923
125.6,0.05623076923076923
149.0,0.032785714285714286
95.33333333333333,0.0371
95.28571428571429,0.0392
117.25,0.050333333333333334
141.26315789473685,0.04833333333333333
121.7,0.040315789473684215
114.45,0.04947619047619047
110.77272727272727,0.052294117647058824
80.8,0.0428
31.157894736842106,0.037789473684210526
45.611111111111114,0.044375
107.6842105263158,0.04533333333333334
69.45,0.04753333333333334
58.5,0.04044444444444444
44.888888888888886,0.03686363636363636
44.1,0.03595238095238095
42.125,0.0375
40.21739130434783,0.03531578947368421
52.416666666666664,0.034999999999999996
56.52173913043478,0.03822222222222222
50.65,0.03631578947368421
41.95,0.031285714285714285
35.1,0.032125
37.476190476190474,0.03647368421052631
53.2,0.0501875
75.0952380952381,0.05376190476190476
80.65217391304348,0.04473684210526316
50.10526315789474,0.03368181818181818
49.61904761904762,0.04357142857142857
48.15,0.04585
54.75,0.035045454545454546
39.95652173913044,0.039818181818181815
64.5,0.044750000000000005
84.14285714285714,0.05671428571428572
118.04545454545455,0.05625
90.95238095238095,0.05021052631578947
87.42105263157895,0.04147619047619048
68.25,0.03541176470588235
43.095238095238095,0.03116666666666667
40.08695652173913,0.030882352941176472
27.19047619047619,0.032863636363636366
37.95454545454545,0.0371304347826087
38.04761904761905,0.04061904761904762
35.904761904761905,0.026705882352941177
35.44444444444444,0.031111111111111107
35.85,0.03654545454545455
40.1,0.03063636363636363
42.77777777777778,0.032
52.10526315789474,0.0431578947368421
32.0,0.04461904761904762
43.36363636363637,0.04876190476190476
43.421052631578945,0.05
51.95652173913044,0.04416666666666667
52.111111111111114,0.034666666666666665
20.333333333333332,0.033166666666666664
30.823529411764707,0.03226315789473684
38.388888888888886,0.041
29.2,0.03326315789473684
36.68421052631579,0.02895238095238095
46.19047619047619,0.030714285714285715
42.714285714285715,0.03884210526315789
45.13636363636363,0.040090909090909094
37.904761904761905,0.03889473684210526
31.1875,0.035263157894736843
25.933333333333334,0.040125
43.64705882352941,0.051333333333333335
63.5625,0.05438888888888889
62.85,0.06394999999999999
42.05263157894737,0.05572727272727273
